Gene,Btz1,Btz2,X3MA1,X3MA2,Comb1,Comb2,DMSO1,DMSO2,Avg_Btz,Avg_3MA,Avg_Comb,Avg_DMSO,Btz/DMSO,3MA/DMSO,Comb/DMSO,plasma membrane [GO:0005886],cytosol [GO:0005829],extracellular exosome [GO:0070062],mitochondrion [GO:0005739],endosome [GO:0005768],Golgi apparatus [GO:0005794],lysosome [GO:0005764],nucleolus [GO:0005730],nucleoplasm [GO:0005654],endoplasmic reticulum [GO:0005783],peroxisome [GO:0005777],cytoskeleton [GO:0005856],centrosome [GO:0005813],spliceosomal complex [GO:0005681],proteasome complex [GO:0000502],ribosome [GO:0005840],vacuole [GO:0005773]
DNMT3A,7054145.969,6773686.849,5882877.784,6022548.215,5229800.355,5659026.174,8679859.844,8578410.142,6913916.409,5952712.999,5444413.264,8629134.993,0.801229372,0.689838901,0.630933839,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DNTTIP2,11520648.68,11286197.79,8744260.008,8417976.67,7661942.831,8976970.575,12359025.68,12593224.44,11403423.24,8581118.339,8319456.703,12476125.06,0.914019632,0.687803168,0.666830179,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
DOCK10,9030510.058,9265389.035,7132282.407,7077174.595,6933235.783,7444643.618,11503816.38,11187143.84,9147949.546,7104728.501,7188939.7,11345480.11,0.806307839,0.626216646,0.633639091,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DOCK11,9355128.629,9515294.304,7805000.857,8016407.439,7445176.541,7643589.84,10304414.7,10240385.02,9435211.466,7910704.148,7544383.191,10272399.86,0.918501187,0.77009309,0.734432391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOCK2,31655795.44,31055754.22,25997429.25,26497408.71,24364506.77,25993245.45,35552342.87,36282882.71,31355774.83,26247418.98,25178876.11,35917612.79,0.872991616,0.730767357,0.701017527,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DOCK4,468154.2263,409118.5047,641574.2023,669070.6593,683679.8003,804178.2231,460285.4855,454829.3,438636.3655,655322.4308,743929.0117,457557.3928,0.958647751,1.432219086,1.625870379,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
DOCK5,3584542.183,3411259.216,3109969.831,3142157.148,3058179.227,3187954.778,3708747.106,3874548.078,3497900.7,3126063.489,3123067.003,3791647.592,0.922527902,0.824460452,0.823670166,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOCK8,21930378.4,22890806.95,15391574.88,14639098.75,18231026.62,18541588.12,25602811.55,23823525.12,22410592.67,15015336.81,18386307.37,24713168.34,0.906827986,0.607584451,0.743988271,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOHH,2369009.182,2239289.881,1513501.259,1543450.828,1686503.285,1698201.35,2534726.611,2534529.729,2304149.532,1528476.044,1692352.317,2534628.17,0.909068067,0.603037582,0.667692539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOK2,1281359.519,1192871.778,1048653.581,1065851.879,973365.292,1019659.245,1706146.863,1505940.302,1237115.648,1057252.73,996512.2687,1606043.582,0.77028772,0.658296414,0.62047648,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOP1B,2293879.398,2469137.28,1463014.782,1471109.715,1693032.831,1814547.293,2540804.696,2361744.104,2381508.339,1467062.249,1753790.062,2451274.4,0.971538861,0.598489606,0.715460522,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DOT1L,8019515.836,7993845.833,6989368.524,7132753.678,6664540.602,7131432.896,10500296.95,10614761.1,8006680.834,7061061.101,6897986.749,10557529.03,0.75838587,0.668817588,0.653371327,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DPCD,3106387.036,2955810.438,2603933.097,2717242.702,2216584.417,2423885.36,3850584.465,3875638.438,3031098.737,2660587.9,2320234.889,3863111.451,0.784626272,0.688716319,0.600612982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPH6,1018791.035,1030467.851,608545.8488,632944.7259,662350.7225,699363.381,852614.9499,846501.8272,1024629.443,620745.2874,680857.0518,849558.3886,1.206073011,0.730668187,0.801424671,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPM1,2432481.727,2103322.5,1661893.399,1949476.56,2008832.178,1812782.657,2125201.665,2006492.064,2267902.113,1805684.979,1910807.417,2065846.864,1.097807467,0.874065261,0.924951143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DPP3,5996054.059,6154125.607,5744476.898,5647338.682,4366605.875,4883064.267,9213634.276,8781001.878,6075089.833,5695907.79,4624835.071,8997318.077,0.675211189,0.633067292,0.514023738,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPP8,1076695.697,951529.952,797113.3934,948135.1108,805737.2513,841462.2228,867487.81,1011308.806,1014112.825,872624.2521,823599.7371,939398.3082,1.079534438,0.928918271,0.876731127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPYD,12087119.98,11541532.61,7255638.185,7759912.041,8969143.362,9429978.029,12470519.18,12589880.36,11814326.29,7507775.113,9199560.695,12530199.77,0.942868152,0.599174415,0.734191064,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPYSL2,24198772.54,25210781.03,18551702.31,19926142.83,18055986.67,17827707.48,33760338.47,36009202.71,24704776.78,19238922.57,17941847.08,34884770.59,0.708182292,0.551499186,0.514317474,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DPYSL4,709021.1837,640573.0392,542474.4154,570532.0878,568227.1904,535636.6605,931205.9719,944627.732,674797.1114,556503.2516,551931.9255,937916.852,0.719463682,0.593339645,0.588465731,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRAP1,45526521.16,48145165.99,38821550.79,36179614.95,31907325.78,36760688.13,61001253.86,59576090.51,46835843.58,37500582.87,34334006.95,60288672.19,0.776859763,0.622017064,0.5694935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRG1,6925983.546,7289040.304,5125475.274,5088236.503,5040126.667,5225425.528,8264212.329,8193975.999,7107511.925,5106855.889,5132776.097,8229094.164,0.863705261,0.620585424,0.623735249,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DROSHA,10832138.45,10227213.13,7620781.357,7886976.956,8050558.003,8509211.546,11577943.52,11957446.55,10529675.79,7753879.156,8279884.774,11767695.04,0.894795094,0.658912313,0.703611434,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
DSCC1,6231247.147,6767354.134,3762172.507,3826479.889,3865496.279,3797995.228,8724482.432,8370317.808,6499300.641,3794326.198,3831745.754,8547400.12,0.760383339,0.443915828,0.448293715,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DSG2,1564586.39,1407153.824,1442248.308,1480639.032,1213396.199,1158233.956,1837532.835,2009556.18,1485870.107,1461443.67,1185815.078,1923544.507,0.772464636,0.759765976,0.616473949,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSN1,22839831.24,23152842.36,16688452.12,15986895.71,16239385.79,16813627.24,30176332.3,29723192.76,22996336.8,16337673.92,16526506.52,29949762.53,0.767830355,0.54550262,0.551807598,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
DST,40594110.3,38829111.37,23105071.98,24414825.13,31679732.13,34576694.8,33064462.9,33175248.52,39711610.84,23759948.56,33128213.47,33119855.71,1.19902729,0.717392877,1.000252349,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DSTN,1140422.191,1138792.877,1054391.7,1114715.9,870952.9645,983339.9376,1117376.957,1332541.696,1139607.534,1084553.8,927146.4511,1224959.326,0.930322754,0.885379438,0.756879376,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTNA,5136213.779,4963839.942,2238234.098,2408035.021,2807193.449,3011537.559,4405522.053,4581581.668,5050026.86,2323134.559,2909365.504,4493551.86,1.123838562,0.516992934,0.647453416,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DTX3L,8565349.838,8740370.45,8026615.338,7198029.027,6237796.464,6932363.421,13506900.94,14104779.44,8652860.144,7612322.183,6585079.942,13805840.19,0.626753608,0.551384202,0.476977848,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
DUS2,1645055.24,1575306.963,1316553.315,1450344.244,1402922.863,1470550.914,1630900.294,1742706.035,1610181.102,1383448.779,1436736.888,1686803.164,0.954575576,0.820160176,0.851751359,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
DUSP12,2322908.981,2253902.219,1732114.796,1825234.828,1673299.078,1753126.029,2787393.367,3055801.923,2288405.6,1778674.812,1713212.553,2921597.645,0.783271989,0.60880211,0.586395788,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DUSP6,6803014.817,6706272.584,2530500.204,2285210.212,11283785.84,9396295.373,3092366.513,3259777.155,6754643.701,2407855.208,10340040.61,3176071.834,2.126728882,0.758123662,3.255606658,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DVL2,24017261.8,23618430.29,18122437.18,19381223.97,19633293.42,20737069.63,27164460.46,27085267.45,23817846.05,18751830.58,20185181.52,27124863.96,0.878081678,0.691315193,0.74415789,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DVL3,17202713.3,16669219.42,12971397.59,12572911.28,12792472.1,14692485.54,18852954.48,17604835.42,16935966.36,12772154.43,13742478.82,18228894.95,0.929072574,0.700654344,0.753884361,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYNC1H1,158680124.7,155824100.7,98965443.2,98364335.55,116197393.1,132042905.7,131504825.7,133936307.8,157252112.7,98664889.38,124120149.4,132720566.7,1.184836055,0.743403165,0.935199061,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DYNC1I2,19071874.83,28293402.06,12172136.07,11578439.08,16284795.24,12584800.82,28840609.41,24521310.85,23682638.45,11875287.58,14434798.03,26680960.13,0.887623171,0.445084717,0.541014939,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DYNC1LI1,54805238.3,44565724.81,30478910.56,33521841.49,31636273.05,33073056.97,57649686.31,55122079.19,49685481.55,32000376.02,32354665.01,56385882.75,0.881168816,0.567524608,0.573807901,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DYNC1LI2,12985790.94,12273493.43,9306134.754,9358870.905,9404369.886,10701996.71,12432387.52,12605777.76,12629642.18,9332502.829,10053183.3,12519082.64,1.008831282,0.745462195,0.803028751,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DYNC2I1,2497484.236,2108983.559,1871295.128,1844163.214,1911724.843,2104119.353,2267651.565,2465088.384,2303233.897,1857729.171,2007922.098,2366369.975,0.973319439,0.785054404,0.848524161,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DYNC2LI1,3154028.299,2818714.422,2759855.54,2932175.43,2195925.551,2336774.52,3901399.277,4155670.655,2986371.361,2846015.485,2266350.036,4028534.966,0.741304565,0.706464139,0.56257425,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
DYNLL1,29620172.25,30388075.74,14592056.68,12397150.47,19250269.89,24461192.61,25883360.95,26057158.67,30004123.99,13494603.58,21855731.25,25970259.81,1.155326293,0.519617581,0.841567678,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
DYNLL2,13134532.74,12812690.19,8107974.588,7683559.203,11201649.3,13333731.82,11489682.43,11918194.64,12973611.47,7895766.895,12267690.56,11703938.54,1.108482536,0.674624774,1.048167719,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
DYNLRB1,10914750.89,10532829.01,8475445.691,9148474.481,8764574.781,9355946.971,11996987.42,11922486.49,10723789.95,8811960.086,9060260.876,11959736.96,0.896657676,0.736802165,0.757563558,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DYNLT2B,1028779.11,1075504.915,729122.6185,784562.1086,857521.1531,865506.0569,1082643.562,1082076.183,1052142.012,756842.3635,861513.605,1082359.873,0.972081504,0.699252054,0.795958559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYRK1A,11877523.76,12447869.78,7613024.385,7963379.025,9185702.385,9629501.422,13486028.51,13707884.43,12162696.77,7788201.705,9407601.904,13596956.47,0.894516122,0.572790074,0.691890271,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
E2F7,3467550.393,3421576.703,2518761.547,2596123.141,2527368.02,2603763.669,3541545.121,3872734.137,3444563.548,2557442.344,2565565.845,3707139.629,0.929170167,0.689869441,0.692060753,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E2F8,984873.6297,945128.4955,817829.873,812112.3464,643799.3732,644766.4009,1479213.723,1454943.001,965001.0626,814971.1097,644282.8871,1467078.362,0.657770633,0.555506189,0.439160514,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
EAF2,1390992.672,1305776.717,838908.6503,918386.2689,988431.9682,1038071.439,1243573.676,1299549.534,1348384.695,878647.4596,1013251.704,1271561.605,1.060416333,0.690998734,0.796856165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EAPP,11582386.44,11705353.06,9713372.702,8819619.971,9790592.303,10712660.6,12117368.42,12405199.81,11643869.75,9266496.337,10251626.45,12261284.12,0.949645212,0.755752517,0.836097292,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EARS2,13427171.65,11927673.33,9792577.995,11605417.17,9264955.127,10173420.44,16402102.79,15714356.16,12677422.49,10698997.58,9719187.783,16058229.47,0.78946577,0.666262591,0.605246537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EBNA1BP2,25209442.4,24403848.24,17167258.19,16007352.98,14907786.41,15444876.61,34179011.45,35328611.15,24806645.32,16587305.58,15176331.51,34753811.3,0.713782011,0.477280188,0.43668107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ECD,15757733.23,16145018.8,10807238.15,10802768.66,9714745.299,11516875.37,19021203.82,18339552.55,15951376.01,10805003.41,10615810.34,18680378.19,0.853910764,0.578414596,0.568286693,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ECE1,10361082.83,9715951.132,6899761.422,7380519.018,8563809.516,7917675.96,11384903.48,11999255.51,10038516.98,7140140.22,8240742.738,11692079.5,0.85857413,0.610681806,0.704814121,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ECH1,14718691.37,14780781.15,12353957.87,12695887.36,11597792.46,11927744.35,17689656.83,18999806.3,14749736.26,12524922.61,11762768.4,18344731.56,0.804031185,0.682753115,0.641206897,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ECHDC1,2477316.36,2552369.921,2143574.172,2320708.946,2004318.782,2234147.5,2822535.093,2856579.555,2514843.14,2232141.559,2119233.141,2839557.324,0.885646195,0.786087867,0.746325184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECHDC3,366604.8265,300197.6241,334613.6651,371258.6605,305076.9626,325554.955,358897.5908,396327.5426,333401.2253,352936.1628,315315.9588,377612.5667,0.882918776,0.934651529,0.835025067,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ECHS1,96944227.16,78028375.13,75502124.2,82553106.86,54961003.01,62565859.83,98105014.12,97667707.96,87486301.15,79027615.53,58763431.42,97886361.04,0.893753739,0.807340417,0.600322974,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ECI1,2143764.048,1849137.87,1639876.826,1649189.946,1481455.117,1429471.655,2604687.385,2749584.363,1996450.959,1644533.386,1455463.386,2677135.874,0.745741364,0.614288353,0.543664369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ECPAS,16246111.49,15668096.49,11523727.82,12698928.69,11546904.15,12509925.06,18654303.1,18449262.43,15957103.99,12111328.26,12028414.6,18551782.77,0.860138575,0.652839051,0.648369742,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
ECT2,1944339.675,1934999.907,1591248.264,1784948.962,1622569.671,1579621.556,2844619.015,2739307.998,1939669.791,1688098.613,1601095.613,2791963.506,0.694733218,0.60462775,0.57346581,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
EDC3,1738768.514,1708563.972,1531222.265,1423685.43,1338986.913,1493091.258,2287149.769,2431273.14,1723666.243,1477453.847,1416039.085,2359211.454,0.730611171,0.626249014,0.600217112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC4,7655182.167,8162524.756,6108146.317,6154275.032,5745428.642,5766555.894,10266723.92,10371350.82,7908853.462,6131210.675,5755992.268,10319037.37,0.766433261,0.594164984,0.55780322,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EDEM2,120639.9048,96398.30192,110384.7418,121279.2173,101415.2283,103618.9302,147884.7495,148520.1365,108519.1034,115831.9795,102517.0793,148202.443,0.73223559,0.781579421,0.69173677,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EDEM3,10495397.71,10857605.04,10569589.17,10793303.77,12055465.99,10972863.24,13791727.86,14094989.56,10676501.38,10681446.47,11514164.61,13943358.71,0.765705136,0.766059792,0.825781281,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EDRF1,3607274.937,3430255.192,3610363.42,3772383.742,3081460.494,3509321.501,4653250.023,4692429.052,3518765.065,3691373.581,3295390.998,4672839.537,0.753025015,0.789963694,0.705222375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEA1,19700519.04,21074496.25,18948363.36,18664351.54,18239748.23,19176748.9,26297897.88,26737485.34,20387507.64,18806357.45,18708248.56,26517691.61,0.768826636,0.709200398,0.705500646,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EED,1252383.072,1127726.275,1013924.517,1005929.676,912193.4362,993772.7663,1190899.584,1326533.827,1190054.674,1009927.096,952983.1013,1258716.705,0.945450766,0.802346622,0.757106899,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EEF1A1,663813.1385,570913.9666,598208.5442,602559.3098,433669.4889,477481.1249,845080.766,1313263.434,617363.5525,600383.927,455575.3069,1079172.1,0.572071454,0.556337517,0.422152599,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
EEF1A1P5,160239727.2,147529937.8,138900559.2,144411597.5,76012823.38,106380578.5,207853588.1,227650635.8,153884832.5,141656078.3,91196700.94,217752112,0.706697313,0.650538252,0.41880972,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEF1A2,59497278.97,67445295.23,56850935.61,65423963.17,39002613.86,38037257.64,107295432.2,116529386.3,63471287.1,61137449.39,38519935.75,111912409.3,0.567151467,0.546297321,0.344197181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEF1AKNMT,810961.2732,753936.6184,654339.7044,675098.0362,611987.3688,606947.0163,974120.7623,1071828.75,782448.9458,664718.8703,609467.1926,1022974.756,0.764876104,0.649790101,0.595779308,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EEF1B2,110176516.4,118676367,119138498.4,127080164.9,62899456.79,81068025.72,243476579.8,238166855.9,114426441.7,123109331.7,71983741.26,240821717.9,0.47515001,0.511205271,0.298908844,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEF1G,172077220.4,175331866.5,133742366.5,129613432.4,74250196.98,92709085.51,299855665.3,295543178.9,173704543.5,131677899.5,83479641.25,297699422.1,0.58348969,0.442318291,0.280415866,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEF2,390702005.3,396329544.3,295550604.5,328963455,215114138.7,248973651.8,494296717.9,497234876.7,393515774.8,312257029.7,232043895.2,495765797.3,0.793753375,0.629847867,0.46805144,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
EEF2K,7354144.833,7609171.899,4434757.201,4559388.246,5226560.328,5248163.698,8281889.94,7894905.175,7481658.366,4497072.724,5237362.013,8088397.558,0.924986478,0.555990564,0.647515404,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFCAB14,6453064.063,5090275.682,4996142.337,4831231.094,4316050.396,4986983.527,5507731.677,5805547.351,5771669.873,4913686.715,4651516.962,5656639.514,1.020335459,0.868658274,0.822311012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFCAB7,2961467.745,2723664.021,2381704.245,2427558.196,2316363.984,2483049.026,3494083.25,3533946.269,2842565.883,2404631.221,2399706.505,3514014.76,0.808922579,0.684297416,0.682895966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFHD1,622242.2854,565066.371,469714.441,445090.3272,410388.2559,427530.7417,741048.9947,761709.2614,593654.3282,457402.3841,418959.4988,751379.1281,0.790086264,0.608750452,0.557587353,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EFHD2,6845921.436,6770640.881,7597309.726,7872297.722,6070643.831,6480044.092,10013663.16,9717311.051,6808281.158,7734803.724,6275343.961,9865487.108,0.690110998,0.78402654,0.636090635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFL1,15154932.47,14376392.05,12420470.99,12424881.11,13755837.13,12695753.29,17933444.87,18517193.14,14765662.26,12422676.05,13225795.21,18225319.01,0.810173048,0.681616385,0.725682508,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFNB1,1750255.201,1607444.724,1626157.69,1601416.77,1294202.491,1356984.974,2276234.893,2560534.453,1678849.963,1613787.23,1325593.733,2418384.673,0.694203028,0.667299643,0.548131878,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFR3A,8572450.715,8288266.061,6891966.351,7017422.611,6611612.086,8149427.747,8208245.911,8114215.678,8430358.388,6954694.481,7380519.916,8161230.794,1.032976349,0.852162456,0.904339076,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFTUD2,50296445.12,48445189.05,36554946.18,35206713.47,36175130.94,38376358.62,57225704.11,56773304.95,49370817.08,35880829.83,37275744.78,56999504.53,0.866162215,0.629493714,0.653966119,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EGLN1,1138015.779,1124052.179,1024535.249,934249.1536,949326.2088,1016053.641,1447560.466,1518412.22,1131033.979,979392.2015,982689.9251,1482986.343,0.762673226,0.660418895,0.662642599,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHBP1,9583066.573,9544015.853,7355680.741,7726193.427,7715291.036,8012923.228,10937813.02,10962041.61,9563541.213,7540937.084,7864107.132,10949927.32,0.873388557,0.688674625,0.718188067,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
EHBP1L1,12653112.84,14904646.13,10882674.21,9123555.212,10054653.57,11441155.64,16660303.41,15316282.99,13778879.48,10003114.71,10747904.6,15988293.2,0.861810533,0.625652444,0.672235896,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EHD1,16336961.31,16184977.83,35042406.33,37854635.96,20376379.16,27979072.08,21177119.12,21466567.51,16260969.57,36448521.14,24177725.62,21321843.32,0.762643704,1.709445127,1.133941623,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHD2,1940953.007,1671577.38,1145366.913,1308359.65,1287941.498,1256195.377,2077306.83,1993014.268,1806265.193,1226863.281,1272068.437,2035160.549,0.887529583,0.60283366,0.625045743,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHD4,26030585.88,28664807.72,17945097.18,19075116.87,18258211.15,20520285.48,39322447.21,37556377.81,27347696.8,18510107.03,19389248.32,38439412.51,0.711449396,0.4815398,0.504410631,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EHHADH,1694234.857,1584153.292,1571962.738,1653063.854,1373418.869,1436389.213,2318493.292,2460004.967,1639194.074,1612513.296,1404904.041,2389249.13,0.686070805,0.674903791,0.588010695,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EHMT1,3459184.247,3619536.939,2333630.196,2190976.498,2020539.891,2105797.681,4709719.094,4724345.266,3539360.593,2262303.347,2063168.786,4717032.18,0.750336325,0.479603119,0.437387049,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EIF1AY,4602987.903,4629935.57,4434252.551,4438487.106,3733845.916,4132404.694,5836126.937,5832298.767,4616461.736,4436369.828,3933125.305,5834212.852,0.791274136,0.760405892,0.674148408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF2AK1,650218.5663,585901.9599,489743.5754,571272.5041,474748.038,512241.6181,637736.0147,665289.8535,618060.2631,530508.0398,493494.8281,651512.9341,0.948653865,0.814270925,0.757459756,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF2AK2,8699396.443,9178812.737,7732948.791,8080699.327,6678449.72,6393326.767,13835247.37,13381539.31,8939104.59,7906824.059,6535888.243,13608393.34,0.656881703,0.581025538,0.480283607,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
EIF2AK4,2116668.734,2011419.134,1736144.836,1804279.518,1916905.025,1805123.939,2380101.843,2665570.751,2064043.934,1770212.177,1861014.482,2522836.297,0.81814422,0.701675404,0.737667555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF2B1,3814663.228,3734245.249,3381506.138,3451194.676,2938936.907,3036622.912,5064110.315,5108937.744,3774454.238,3416350.407,2987779.91,5086524.029,0.74204982,0.671647354,0.58739129,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF2B5,3507536.905,3402063.596,2138234.976,2268313.323,2830195.211,2962034.101,4325529.807,4245029.962,3454800.25,2203274.15,2896114.656,4285279.884,0.806201775,0.514149416,0.675828589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF2D,9866469.997,10359894.88,9359639.24,9775812.663,8124790.487,8270559.739,13908162.99,13786101.99,10113182.44,9567725.951,8197675.113,13847132.49,0.730344889,0.690953593,0.59201247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF2S1,15182318.09,16073839.46,13093800.51,13502726.64,12438292.38,12201150.13,23036070.95,21881308.95,15628078.78,13298263.57,12319721.26,22458689.95,0.695858878,0.592121072,0.548550307,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF2S2,270611110.6,290171449.9,177965857.2,157626423.9,152570014,184392633.5,339433451.2,328599420.4,280391280.2,167796140.5,168481323.7,334016435.8,0.839453542,0.502358934,0.50441028,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF2S3,3402930.367,2960289.072,2404710.757,2431587.257,1927953.025,2022302.619,4007255.857,4771205.505,3181609.719,2418149.007,1975127.822,4389230.681,0.724867283,0.550927755,0.44999408,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF3A,50942479.72,48827012.17,32577531.43,32983902.91,31222499.63,35514040.18,67049640.88,64316204.13,49884745.95,32780717.17,33368269.91,65682922.5,0.759478172,0.499075192,0.508020481,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
EIF3B,42493817.84,43094315.67,26074220.31,27961952.59,31314531.73,33460685.06,46203321.81,47338255.76,42794066.76,27018086.45,32387608.39,46770788.79,0.914974236,0.577670105,0.692475137,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF3CL,24582739.81,27465933.07,10590055.42,10006679.32,13517793.68,14877742.96,21789886.41,20721836.31,26024336.44,10298367.37,14197768.32,21255861.36,1.224336949,0.484495415,0.667946035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
