Gene,Btz1,Btz2,X3MA1,X3MA2,Comb1,Comb2,DMSO1,DMSO2,Avg_Btz,Avg_3MA,Avg_Comb,Avg_DMSO,Btz/DMSO,3MA/DMSO,Comb/DMSO,plasma membrane [GO:0005886],cytosol [GO:0005829],extracellular exosome [GO:0070062],mitochondrion [GO:0005739],endosome [GO:0005768],Golgi apparatus [GO:0005794],lysosome [GO:0005764],nucleolus [GO:0005730],nucleoplasm [GO:0005654],endoplasmic reticulum [GO:0005783],peroxisome [GO:0005777],cytoskeleton [GO:0005856],centrosome [GO:0005813],spliceosomal complex [GO:0005681],proteasome complex [GO:0000502],ribosome [GO:0005840],vacuole [GO:0005773]
SRPK2,826115.9048,822785.8809,716363.8404,752770.7714,613000.5906,608649.1681,1203505.621,1208094.834,824450.8929,734567.3059,610824.8794,1205800.228,0.68373755,0.609194864,0.506572204,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
SRPRA,95264743.78,81331874.64,100879297.9,106654680.5,79508812.87,91304249.65,106904366.2,112060758.3,88298309.21,103766989.2,85406531.26,109482562.2,0.806505688,0.947794672,0.780092551,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRPRB,2314684.208,2243818.69,2057652.236,2149755.829,1778519.794,1977490.16,2925510.54,2917727.933,2279251.449,2103704.032,1878004.977,2921619.237,0.780132955,0.720047296,0.642795938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR,2604651.807,2421471.24,2502939.532,2566701.929,2047167.249,2049158.391,3381648.084,3713956.927,2513061.523,2534820.731,2048162.82,3547802.506,0.708343128,0.714476278,0.577304632,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRRM2,23753322.43,24147655.26,17625778.96,17434746.55,17040174.61,18729568.65,32060580.9,30625888.98,23950488.85,17530262.75,17884871.63,31343234.94,0.76413583,0.559299727,0.570613456,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRRT,20504452.15,20035648.72,16497683.36,14271892.67,11974837.21,14295345.67,25075147.68,26132498.3,20270050.43,15384788.01,13135091.44,25603822.99,0.791680619,0.600878549,0.513012898,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRSF1,136462766.2,144000396.8,77276338.72,77084985.7,78785366.27,78806413.43,172887709.4,177000568.4,140231581.5,77180662.21,78795889.85,174944138.9,0.801579192,0.441173181,0.450406,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRSF10,4081310.428,2704882.475,2049337.499,2519482.986,1935525.271,1883226.213,4428258.839,4764312.456,3393096.452,2284410.243,1909375.742,4596285.647,0.738225757,0.497012244,0.415417119,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRSF11,3485926.005,3829126.113,2335410.516,2539400.665,2754687.01,2868522.991,4591718.259,4565441.056,3657526.059,2437405.591,2811605.001,4578579.657,0.798834209,0.532349718,0.614077992,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRSF3,2504624.376,2462565.823,1843637.516,1723446.828,1518648.837,1609575.618,5513553.123,5032765.456,2483595.099,1783542.172,1564112.227,5273159.289,0.470988067,0.338230286,0.296617671,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRSF4,16077918.96,15963767.29,9195228.933,9997928.017,7529117.879,8351956.914,27624892.32,27044064.7,16020843.12,9596578.475,7940537.397,27334478.51,0.586103851,0.351079625,0.290495295,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRSF5,14160879.91,13964151.5,7495784.645,7826521.82,6974584.03,7206262.627,16237604.91,15504226.11,14062515.7,7661153.232,7090423.329,15870915.51,0.886055735,0.482716528,0.446755786,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
SRSF6,35381571.87,34836607.08,20941312.4,20177607.7,20156191.87,21279788.84,42040812.95,41650587.26,35109089.47,20559460.05,20717990.35,41845700.11,0.839013074,0.491315954,0.495104403,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRSF9,73995603.22,70431860.88,47897409.35,54137944.63,52207197.01,53937130.99,84398415.77,80056478.7,72213732.05,51017676.99,53072164,82227447.24,0.878219311,0.620445833,0.645431249,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
SS18,6064442.818,6148995.481,4135699.131,3774445.305,4125521.231,4556399.159,7872660.286,8807592.005,6106719.149,3955072.218,4340960.195,8340126.145,0.732209447,0.47422211,0.520490952,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SSB,169577505.3,156253843.7,153741837.6,137849465.8,110483791.8,142816174.7,247245780.4,245392161.9,162915674.5,145795651.7,126649983.3,246318971.1,0.661401246,0.591897778,0.514170641,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSBP1,13006123.66,11563361.42,9098465.861,10250938.21,6972967.551,8728468.547,13903193.61,13712531.55,12284742.54,9674702.037,7850718.049,13807862.58,0.889691831,0.700666159,0.568568669,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SSH1,2089731.204,1845084.469,2173077.903,2100883.821,1719385.98,2030608.389,2032004.399,2056170.482,1967407.836,2136980.862,1874997.185,2044087.44,0.962487122,1.045444936,0.917278365,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SSH3,3256729.097,3066473.895,3408036.531,3741731.675,2849774.401,2957666.096,4332951.624,4214754.795,3161601.496,3574884.103,2903720.249,4273853.209,0.739754348,0.836454583,0.679415063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SSNA1,703441.1553,759603.3118,355888.4394,381084.5674,615509.2205,584377.6783,591256.6003,590947.9357,731522.2336,368486.5034,599943.4494,591102.268,1.237556127,0.623388749,1.01495711,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SSR1,2831534.058,3005205.629,2404598.238,2479699.857,2302595.532,2255541.233,4398061.939,4297016.571,2918369.843,2442149.048,2279068.383,4347539.255,0.671269348,0.561731339,0.524220312,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SSR4,83649655.08,78634527.32,53919277.72,56740958.11,57449523.78,63907296.88,83912655.04,90568048.69,81142091.2,55330117.91,60678410.33,87240351.87,0.930098165,0.634226212,0.695531472,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SSRP1,16904174.71,14933737.6,11784331.64,11670687.85,10449688.6,11634457.4,15781075.4,19774573.58,15918956.15,11727509.74,11042073,17777824.49,0.895438931,0.65967069,0.621114974,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
SSU72,21816616.29,25568250.02,13865445.39,15014229.46,18609856.69,18381842.76,25907715.88,24687103.86,23692433.16,14439837.43,18495849.72,25297409.87,0.93655569,0.570802999,0.731136105,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SSX2IP,6390773.171,6262218.816,4679486.419,5008641.864,5399460.257,5348720.027,7015329.751,7007323.435,6326495.993,4844064.142,5374090.142,7011326.593,0.902325103,0.690891243,0.766486922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST13,4147578.73,5268344.865,2282659.592,1735175.629,1647639.051,2114504.749,7119877.566,5847704.159,4707961.798,2008917.61,1881071.9,6483790.862,0.726112532,0.309836892,0.290119151,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST13P5,240882285.1,204097082,152992616.4,178866027.8,127441237.4,149628039,289842984,279627100.6,222489683.5,165929322.1,138534638.2,284735042.3,0.781391998,0.582749916,0.486538773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST3GAL1,4136930.664,4364073.67,2816239.386,2811221.403,3593549.937,3494344.174,4252212.839,4155556.393,4250502.167,2813730.395,3543947.055,4203884.616,1.01108916,0.669316751,0.843017204,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAG1,21300973.67,20033895.19,13866170.45,14029296.93,14910174.2,16645100.71,22947703.5,23195635.86,20667434.43,13947733.69,15777637.45,23071669.68,0.89579275,0.604539415,0.6838533,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
STAG2,6286289.516,5053886.139,4118945.411,4625795.073,3939264.288,4146507.98,6059696.368,6048145.415,5670087.828,4372370.242,4042886.134,6053920.892,0.936597608,0.722237756,0.667812845,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
STAM,9312029.334,9359248.495,7143464.338,7619633.164,6995919.686,7052402.565,12259439.39,12811105.71,9335638.914,7381548.751,7024161.125,12535272.55,0.744749576,0.588862246,0.560351687,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAM2,626023.9567,588708.3156,599373.4868,569079.9914,469450.4512,505198.7294,954039.7352,943871.5025,607366.1361,584226.7391,487324.5903,948955.6189,0.640036398,0.615652331,0.51353781,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
STAMBP,1087064.118,1098619.504,905159.5074,892674.1092,775396.7542,813323.9328,1394088.125,1414799.424,1092841.811,898916.8083,794360.3435,1404443.774,0.778131408,0.64005183,0.565604945,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
STAT1,79894157.88,83290588.06,65488931.75,61866189.27,54354906.87,59381712.36,130424213,127039625.6,81592372.97,63677560.51,56868309.62,128731919.3,0.633816177,0.49465246,0.441757646,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
STAT3,1316406.553,1334211.88,1190688.101,1250510.507,1080098.818,1182402.991,1801734.944,1825468.497,1325309.217,1220599.304,1131250.904,1813601.72,0.730760895,0.673025004,0.623759281,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
STAT4,6294959.713,6562149.467,19437486.18,19362342.63,14777030.62,17879937.45,6289992.223,6686808.44,6428554.59,19399914.4,16328484.04,6488400.332,0.990776503,2.989937952,2.51656544,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
STAT6,566300.8312,469911.4707,394639.3374,412426.8767,462051.2539,466421.7648,570151.3596,650336.297,518106.1509,403533.107,464236.5094,610243.8283,0.849014979,0.661265364,0.760739376,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
STAU1,4462908.093,4587238.711,3876965.883,3771205.963,3759390.64,4178936.568,5236135.816,5216205.767,4525073.402,3824085.923,3969163.604,5226170.792,0.865848741,0.731718514,0.759478356,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
STAU2,35878502.87,37089449.2,27685497.52,28708330.44,27294848.48,27790197.98,45188619.75,45588425.28,36483976.03,28196913.98,27542523.23,45388522.51,0.803815018,0.621234454,0.606816915,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
STIL,18231750.02,17149841.37,13225582.72,13054709.95,12862134.08,12905423.22,23476228.99,24028122.76,17690795.69,13140146.33,12883778.65,23752175.87,0.744807372,0.553218636,0.542425196,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
STIM2,3868714.297,3844068.673,3340987.531,3597919.42,2968454.477,3064414.193,4963689.002,5067375.834,3856391.485,3469453.475,3016434.335,5015532.418,0.768889754,0.691741811,0.60141857,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
STIP1,94634642.59,98492632.1,73681086.88,78903114,76106486.87,83665153.17,127156350.1,121733437.3,96563637.35,76292100.44,79885820.02,124444893.7,0.775954999,0.613059308,0.641937308,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
STK10,105460694.1,99427943.69,94020731.42,82945635.37,66199902.56,77212563.76,141089585.9,142412187.3,102444318.9,88483183.39,71706233.16,141750886.6,0.722706724,0.624216084,0.505860915,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STK11,5253632.821,5265165.164,5128609.358,4921388.684,3942241.629,4221664.047,7758915.27,7940142.161,5259398.992,5024999.021,4081952.838,7849528.716,0.670027359,0.640165697,0.520025212,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
STK11IP,3102041.651,3956238.028,2160866.324,1835841.375,1762090.326,1889810.178,3777949.646,3693207.915,3529139.84,1998353.85,1825950.252,3735578.781,0.944737093,0.534951601,0.488799824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STK17B,25172549.39,23613301.26,34909321.5,35148694.74,35249755.4,38240863.2,26571333.2,28295259.3,24392925.32,35029008.12,36745309.3,27433296.25,0.889172234,1.2768793,1.339442004,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
STK3,20178562.13,17680301.42,15187514.26,14727504.77,14176002.56,15036286.78,22882562.03,23363118.34,18929431.78,14957509.52,14606144.67,23122840.18,0.818646482,0.646871639,0.631676064,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
STK38,25506458.56,24290866.72,21488016.3,20793114.35,22425764.77,25018565.86,28476824.33,29251470.2,24898662.64,21140565.33,23722165.31,28864147.26,0.862615563,0.732416071,0.821855747,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STK38L,4862384.397,5050907.25,6896414.294,6598068.137,4981214.181,6920567.3,6081142.391,6343806.437,4956645.823,6747241.216,5950890.74,6212474.414,0.79785372,1.086079518,0.957893803,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STK39,23488616.38,24694091.39,22139747.2,20457085.77,19578763.17,22804190.83,28521798.16,29271985.94,24091353.88,21298416.49,21191477,28896892.05,0.833700518,0.737048692,0.733347966,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
STK4,7860923.383,7244910.451,5931599.822,5919253.595,6070453.546,6469139.47,8999022.529,9312289.622,7552916.917,5925426.709,6269796.508,9155656.076,0.82494546,0.647187559,0.684800353,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
STMN1,86328225.22,93765140.85,90514587.93,83247668.24,68476097.85,67796668.69,120337883.3,108855599.1,90046683.03,86881128.08,68136383.27,114596741.2,0.785770015,0.758146586,0.594575226,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STOM,23131062.93,21065052.96,19154420.27,18666269.79,18094167.75,17829400.59,26598651.91,27098314.55,22098057.95,18910345.03,17961784.17,26848483.23,0.823065413,0.704335692,0.669005546,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
STOML1,779943.3119,614368.6682,447260.0439,500247.8621,476090.9815,425208.9634,735158.668,742486.7654,697155.99,473753.953,450649.9725,738822.7167,0.943603891,0.64122819,0.609956844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STOML2,7854998.775,7403321.761,4023934.432,4432468.852,5839589.906,5101928.689,8604112.229,8829607.182,7629160.268,4228201.642,5470759.298,8716859.706,0.875218889,0.485060192,0.627606671,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
STOX2,2068818.251,1985354.697,789899.76,785978.5746,991924.28,1023644.71,1748211.374,1900088.846,2027086.474,787939.1673,1007784.495,1824150.11,1.111249816,0.431948644,0.552467963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRADA,47784.4016,39307.693,36217.7758,50635.12935,47918.8956,45431.3782,64195.1387,73854.5163,43546.0473,43426.45258,46675.1369,69024.8275,0.630875134,0.629142501,0.676207947,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
STRAP,18828464.6,17969978.86,17327835.31,18182286.61,18248946.95,19535411.7,24504293.63,25092634.99,18399221.73,17755060.96,18892179.32,24798464.31,0.741950046,0.715974212,0.761828599,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRIP1,9398177.403,9513138.869,7167931.106,7500132.686,7502831.138,7671924.028,11918017.22,12037912.94,9455658.136,7334031.896,7587377.583,11977965.08,0.789421081,0.612293645,0.633444624,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRN,2685970.616,2699630.891,2250467.212,2081858.749,1801667.157,1957158.98,3577785.996,3471124.907,2692800.754,2166162.981,1879413.069,3524455.452,0.764033137,0.614609267,0.533249205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRN3,41492562.07,40452580.28,28785682.22,30062926.03,30788185.46,33840602.99,39468618.89,40304049.79,40972571.17,29424304.12,32314394.23,39886334.34,1.027233308,0.737703893,0.810162046,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
STS,1114501.968,970313.0701,1064154.801,1186521.541,917906.9726,948598.2124,1398009.359,1505185.74,1042407.519,1125338.171,933252.5925,1451597.55,0.718110553,0.775241162,0.642914142,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
STT3A,11693303.16,10739864.06,9243617.86,8955714.401,7818367.395,8214897.593,13055086.86,14209006.28,11216583.61,9099666.13,8016632.494,13632046.57,0.822809954,0.667520176,0.588072558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STT3B,5571622.695,4999852.421,3727965.644,3620383.635,3486608.329,3506124.306,5558507.527,5312098.489,5285737.558,3674174.639,3496366.317,5435303.008,0.972482592,0.675983406,0.643269807,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
STUB1,12541517.87,12779164.97,10019980.5,10051632.37,10487042.08,9778955.662,15770782.32,17117782.63,12660341.42,10035806.43,10132998.87,16444282.47,0.76989321,0.610291537,0.616201947,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
STX11,5789602.812,5026843.915,9610036.395,9751864.093,7491710.994,8561555.125,6183447.831,6375232.744,5408223.364,9680950.244,8026633.059,6279340.287,0.861272541,1.541714543,1.278260564,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
STX12,15764692.37,20223171.18,13895339.77,12330982.71,12492868.69,12463654.1,25040347.58,23977891.87,17993931.78,13113161.24,12478261.39,24509119.73,0.734172911,0.535031914,0.509127277,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
STX1A,941283.9761,954546.0823,2256779.407,2015915.834,1499447.65,1871705.122,1151648.157,1187795.161,947915.0292,2136347.621,1685576.386,1169721.659,0.810376573,1.826372628,1.441006391,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STX2,682673.792,712604.1747,554623.4978,588143.2266,504125.0963,528240.1382,947928.6632,997723.9047,697638.9833,571383.3622,516182.6173,972826.284,0.717125961,0.587343672,0.530601019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STX4,23670387.42,23167192.59,21307929.87,20323439.86,18008187.6,20314268.29,29985457.21,29314294.07,23418790,20815684.86,19161227.94,29649875.64,0.78984446,0.702049652,0.646249859,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
STX5,6325850.463,6335447.912,5229841.07,5475855.734,5124992.919,5827709.092,6429409.957,6494092.533,6330649.188,5352848.402,5476351.006,6461751.245,0.979711064,0.828389735,0.847502604,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
STX6,2422247.436,1498845.598,1366385.711,1584013.595,1227914.672,1203763.676,2560504.13,2893133.089,1960546.517,1475199.653,1215839.174,2726818.609,0.718986775,0.540996621,0.445881941,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
STX8,2289022.02,2341757.924,2255492.524,2342748.487,1729766.623,1917510.188,3201751.52,3449212.233,2315389.972,2299120.505,1823638.406,3325481.877,0.696256981,0.691364617,0.548383204,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
STXBP1,77870967.81,51572014.9,46793376.66,42785138.4,38548949.07,45868899.67,70069918.51,62853103.95,64721491.35,44789257.53,42208924.37,66461511.23,0.973819135,0.673912716,0.635088243,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
STXBP2,10390287.59,10839706.56,8960444.666,8187561.087,7431183.6,8310063.721,12818064.55,11423012.79,10614997.07,8574002.877,7870623.66,12120538.67,0.875785917,0.70739454,0.64936253,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STXBP3,25294926.87,22728645.55,22636984.05,22465356.92,18626737.16,19991940.73,29132212.44,28398173.14,24011786.21,22551170.49,19309338.94,28765192.79,0.834751444,0.783974251,0.671274449,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STYX,5886160.707,5661947.348,4430590.117,4631531.595,4539431.086,4613058.453,6638260.887,6389821.288,5774054.027,4531060.856,4576244.77,6514041.088,0.886401229,0.695583708,0.702520096,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SUB1,17561257.34,16164095.72,15121390.73,15550190.88,11835632.82,13201545.84,22634647.03,24152703.55,16862676.53,15335790.81,12518589.33,23393675.29,0.720822031,0.655552863,0.535127088,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
SUCLG2,13128333.76,13199199.97,13368415.02,13177491.24,8693226.315,9545275.989,18674979.48,17834187.89,13163766.87,13272953.13,9119251.152,18254583.68,0.721121177,0.727102484,0.499559525,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SUDS3,2731424.003,2664330.682,2125349.514,2112026.244,1907666.817,2104001.362,2584791.835,2970717.936,2697877.342,2118687.879,2005834.09,2777754.886,0.971243847,0.762733922,0.722106223,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SUFU,411692.35,384294.8316,347330.5156,376070.7773,316535.6679,327874.4606,505210.5371,555500.0922,397993.5908,361700.6464,322205.0643,530355.3147,0.750428213,0.681996836,0.607526794,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SUGP1,1663222.316,1559922.556,1529261.906,1537473.143,1133285.246,1216655.771,2246685.136,2309378.81,1611572.436,1533367.524,1174970.509,2278031.973,0.707440657,0.673110625,0.515783151,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
SUGP2,14679064.15,14287015.74,12172050.62,11841921.02,11279502.22,12233999.57,15790921.7,15714149.23,14483039.95,12006985.82,11756750.89,15752535.47,0.919410083,0.762225601,0.746340227,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SUGT1,28469409.63,26854266.11,23115056.03,23819165.1,21266265.5,22277778.85,36257045.23,35893815.17,27661837.87,23467110.57,21772022.18,36075430.2,0.766777769,0.650501198,0.603513861,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SULT1A1,19039071.68,19451879.63,16532494.21,17679302.66,15231595.2,16928279.06,21619042.61,22263897.93,19245475.65,17105898.43,16079937.13,21941470.27,0.877127896,0.779614959,0.732855954,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUMF1,901604.4569,879718.6461,817073.7184,872618.8025,785911.5547,876785.8904,917624.567,1018129.336,890661.5515,844846.2605,831348.7226,967876.9517,0.920221884,0.87288602,0.85894051,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SUMF2,21776224.75,14626838.2,13683406.38,16626664.85,16159665.82,16225887.04,16593247.01,16979592.21,18201531.48,15155035.62,16192776.43,16786419.61,1.084300995,0.90281525,0.96463551,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SUMO1,28439582.19,12256173.59,17034202.83,19512522.29,12521644.83,15843812.18,16867410.21,19864334.28,20347877.89,18273362.56,14182728.51,18365872.25,1.107917861,0.994962957,0.772232776,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
SUN2,50329905.44,49987335.06,34279002.31,32083159.89,39909624.94,41271521.26,52217993.29,50213071.17,50158620.25,33181081.1,40590573.1,51215532.23,0.979363448,0.647871449,0.792544202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUPT16H,97236746.49,97252075.49,99707706.25,96547101.42,71890645.24,84890960.21,139202359.9,136317003.4,97244410.99,98127403.83,78390802.73,137759681.7,0.705898924,0.712308584,0.569040243,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SUPT4H1,5125348.574,5600535.703,3025665.533,2238706.099,3357068.418,4218188.271,6236317.079,6520860.57,5362942.138,2632185.816,3787628.344,6378588.825,0.84077251,0.412659585,0.593803496,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SUPT5H,16176158.5,14912078.55,12187314.09,12258696.14,11291003.72,12063088.41,17480382.1,17006284.78,15544118.52,12223005.12,11677046.07,17243333.44,0.901456704,0.708853956,0.677191919,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SUPT6H,58373933.42,60689180.15,44317060.63,44575300.43,46333841.54,52929780.8,59576729.24,59599563.88,59531556.78,44446180.53,49631811.17,59588146.56,0.999050318,0.745889629,0.832914162,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SUPT7L,965939.3851,887936.825,728285.3358,752826.2323,715171.3852,705676.3619,951909.4695,979119.4296,926938.1051,740555.7841,710423.8736,965514.4496,0.960045813,0.767006423,0.735798282,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SUPV3L1,159310.8744,120033.4852,133217.2217,150915.1521,128112.1785,114145.7709,189005.9351,186615.5011,139672.1798,142066.1869,121128.9747,187810.7181,0.743685883,0.756432797,0.644952407,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SURF4,10640082.13,10172732.94,6694678.849,6753702.711,8801602.558,9596575.287,8925276.678,10021957.72,10406407.53,6724190.78,9199088.922,9473617.201,1.098461898,0.709780714,0.97102181,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
SUZ12,4001878.781,3921708.751,2637663.152,2851077.306,3045370.764,3454973.848,3470163.08,3598014.356,3961793.766,2744370.229,3250172.306,3534088.718,1.121022725,0.77654254,0.919663473,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
SVIL,5668854.593,5190149.237,4165023.062,4263683.188,3993591.101,3993415.988,6650368.255,6419137.57,5429501.915,4214353.125,3993503.545,6534752.913,0.830865679,0.644913921,0.611117757,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWAP70,13104965.06,13516397.76,12610420.06,12310030.72,10161005.77,11555983.11,14610286.38,13787826.83,13310681.41,12460225.39,10858494.44,14199056.6,0.93743421,0.877538962,0.764733513,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWI5,1307505.908,1353248.407,1017920.96,1011024.45,1522782.813,1385118.873,1639677.447,1739865.659,1330377.157,1014472.705,1453950.843,1689771.553,0.787311844,0.600360861,0.860442253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYAP1,9742965.415,9255584.715,14486938.34,13936100.52,11443521.75,13683493.3,13127961.19,12641420.21,9499275.065,14211519.43,12563507.53,12884690.7,0.73725286,1.10297715,0.975072496,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
SYF2,4559273.756,4491468.583,4017044.737,4108899.818,3845422.282,4330424.829,5310076.146,5577213.718,4525371.17,4062972.278,4087923.555,5443644.932,0.831312701,0.746369818,0.750953379,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SYK,8313048.534,7651981.209,6984758.341,6973406.252,5871606.97,6118931.858,10815531.47,11069823.85,7982514.872,6979082.297,5995269.414,10942677.66,0.729484603,0.637785606,0.547879559,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYMPK,25717573.43,25183306.95,20922794.4,21132808.44,19127070.53,20591873.98,30450330.06,29943437.45,25450440.19,21027801.42,19859472.26,30196883.75,0.842816775,0.69635667,0.657666282,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
SYNCRIP,206791.0104,200242.2665,195661.0022,203063.6769,155704.0224,162080.0757,274892.0379,299357.1582,203516.6385,199362.3396,158892.0491,287124.5981,0.708809485,0.694340857,0.553390584,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
